ID,DispositivoID,Fecha,Valor,Estado
144,6083,2026-03-27,20.98,Activo
145,6626,2026-03-27,44.32,Activo
146,7878,2026-03-27,98.75,Activo
147,4831,2026-03-27,56.68,Activo
148,6881,2026-03-27,69.97,Activo
149,2705,2026-03-27,99.02,Activo
150,8204,2026-03-27,43.49,Activo
151,2392,2026-03-27,95.82,Activo
152,5890,2026-03-27,58.32,Activo
153,4597,2026-03-27,40.61,Activo
154,5729,2026-03-27,43.29,Activo
155,2628,2026-03-27,79.9,Activo
156,2214,2026-03-27,70.4,Activo
157,1597,2026-03-27,21.7,Activo
158,805,2026-03-27,88.59,Activo
159,9540,2026-03-27,99.57,Activo
160,9484,2026-03-27,33.15,Activo
161,6128,2026-03-27,26.29,Activo
162,1277,2026-03-27,87.12,Activo
163,3227,2026-03-27,79.64,Activo
164,6972,2026-03-27,52.9,Activo
165,1949,2026-03-27,92.16,Activo
166,6213,2026-03-27,56.39,Activo
167,4522,2026-03-27,36.76,Activo
168,3166,2026-03-27,58.32,Activo
169,4257,2026-03-27,25.9,Activo
170,9330,2026-03-27,91.84,Activo
171,6752,2026-03-27,43.48,Activo
172,2406,2026-03-27,55.22,Activo
173,6963,2026-03-27,39.22,Activo
174,5605,2026-03-27,97.31,Activo
175,9100,2026-03-27,38.73,Activo
176,6045,2026-03-27,58.25,Activo
177,6585,2026-03-27,45.17,Activo
178,8736,2026-03-27,27.62,Activo
179,9055,2026-03-27,26.4,Activo
180,5210,2026-03-27,97.7,Activo
181,9883,2026-03-27,97.11,Activo
182,4593,2026-03-27,50.35,Activo
183,73,2026-03-27,62.73,Activo
184,3570,2026-03-27,60.96,Activo
185,7926,2026-03-27,49.64,Activo
186,4103,2026-03-27,95.59,Activo
187,1476,2026-03-27,65.21,Activo
188,9175,2026-03-27,93.35,Activo
189,618,2026-03-27,27.51,Activo
190,1811,2026-03-27,64.88,Activo
191,1968,2026-03-27,68.43,Activo
192,8935,2026-03-27,53.76,Activo
193,8782,2026-03-27,98.78,Activo
194,9074,2026-03-27,97.93,Activo
195,9025,2026-03-27,30.63,Activo
196,7383,2026-03-27,94.64,Activo
197,1747,2026-03-27,26.18,Activo
198,7920,2026-03-27,29.27,Activo
199,8517,2026-03-27,20.45,Activo
200,9643,2026-03-27,50.94,Activo
201,1315,2026-03-27,62.57,Activo
202,9387,2026-03-27,63.45,Activo
203,3718,2026-03-27,25.93,Activo
204,6083,2026-03-27,41.5,Activo
205,1659,2026-03-27,59.03,Activo
206,4539,2026-03-27,27.27,Activo
207,5196,2026-03-27,60.41,Activo
208,1661,2026-03-27,31.54,Activo
209,8590,2026-03-27,91.0,Activo
210,5252,2026-03-27,66.8,Activo
211,4441,2026-03-27,30.18,Activo
212,3979,2026-03-27,78.16,Activo
213,9179,2026-03-27,55.01,Activo
214,8447,2026-03-27,72.06,Activo
215,3345,2026-03-27,95.37,Activo
216,7506,2026-03-27,41.55,Activo
217,6396,2026-03-27,84.14,Activo
218,6830,2026-03-27,54.36,Activo
219,2253,2026-03-27,71.67,Activo
220,6337,2026-03-27,49.96,Activo
221,7245,2026-03-27,58.12,Activo
222,8783,2026-03-27,26.01,Activo
223,5711,2026-03-27,20.45,Activo
224,842,2026-03-27,91.96,Activo
225,5226,2026-03-27,60.99,Activo
226,8079,2026-03-27,64.99,Activo
227,8666,2026-03-27,40.64,Activo
228,3309,2026-03-27,83.46,Activo
229,7639,2026-03-27,99.97,Activo
230,2000,2026-03-27,60.14,Activo
231,4581,2026-03-27,20.42,Activo
232,3889,2026-03-27,30.76,Activo
233,115,2026-03-27,83.48,Activo
234,8323,2026-03-27,50.31,Activo
235,1607,2026-03-27,65.11,Activo
236,644,2026-03-27,30.93,Activo
237,6620,2026-03-27,60.15,Activo
238,5468,2026-03-27,75.63,Activo
239,3132,2026-03-27,43.16,Activo
240,5261,2026-03-27,88.6,Activo
241,118,2026-03-27,72.59,Activo
242,9786,2026-03-27,92.01,Activo
243,6604,2026-03-27,76.26,Activo
244,1887,2026-03-27,48.57,Activo
245,262,2026-03-27,39.99,Activo
246,953,2026-03-27,29.76,Activo
247,3462,2026-03-27,94.33,Activo
248,2704,2026-03-27,82.95,Activo
249,1272,2026-03-27,41.86,Activo
250,4034,2026-03-27,48.43,Activo
251,2745,2026-03-27,95.18,Activo
252,5715,2026-03-27,51.73,Activo
253,6133,2026-03-27,71.11,Activo
254,3499,2026-03-27,99.68,Activo
255,4820,2026-03-27,43.66,Activo
256,7420,2026-03-27,54.66,Activo
257,4002,2026-03-27,96.72,Activo
258,2821,2026-03-27,99.1,Activo
259,3388,2026-03-27,22.09,Activo
260,7102,2026-03-27,35.46,Activo
261,9434,2026-03-27,43.86,Activo
262,6140,2026-03-27,77.8,Activo
263,1331,2026-03-27,96.61,Activo
264,9265,2026-03-27,83.7,Activo
265,8319,2026-03-27,85.6,Activo
266,3516,2026-03-27,77.82,Activo
267,1842,2026-03-27,89.12,Activo
268,5635,2026-03-27,75.45,Activo
269,5838,2026-03-27,83.49,Activo
270,2130,2026-03-27,53.87,Activo
271,7068,2026-03-27,71.58,Activo
272,2965,2026-03-27,63.42,Activo
273,7609,2026-03-27,31.59,Activo
274,5650,2026-03-27,27.92,Activo
275,5379,2026-03-27,65.09,Activo
276,7769,2026-03-27,57.23,Activo
277,3822,2026-03-27,96.25,Activo
278,388,2026-03-27,91.16,Activo
279,9584,2026-03-27,84.06,Activo
280,3498,2026-03-27,48.7,Activo
281,5217,2026-03-27,80.89,Activo
282,6511,2026-03-27,98.7,Activo
283,6761,2026-03-27,86.18,Activo
284,4536,2026-03-27,52.93,Activo
285,6066,2026-03-27,88.68,Activo
286,7611,2026-03-27,71.52,Activo
287,1260,2026-03-27,28.37,Activo
288,5662,2026-03-27,40.94,Activo
289,894,2026-03-27,38.96,Activo
290,3616,2026-03-27,97.24,Activo
291,161,2026-03-27,88.76,Activo
292,8634,2026-03-27,54.34,Activo
293,7036,2026-03-27,37.9,Activo
294,8778,2026-03-27,38.77,Activo
295,2762,2026-03-27,96.74,Activo
296,584,2026-03-27,39.56,Activo
297,2401,2026-03-27,29.13,Activo
298,4187,2026-03-27,25.08,Activo
299,4469,2026-03-27,63.38,Activo
300,2966,2026-03-27,98.46,Activo
301,8138,2026-03-27,85.88,Activo
302,6042,2026-03-27,46.62,Activo
303,4691,2026-03-27,37.01,Activo
304,4860,2026-03-27,63.88,Activo
305,9611,2026-03-27,88.57,Activo
306,2635,2026-03-27,51.55,Activo
307,7678,2026-03-27,77.36,Activo
308,8877,2026-03-27,57.99,Activo
309,5407,2026-03-27,84.86,Activo
310,1030,2026-03-27,87.89,Activo
311,9384,2026-03-27,70.73,Activo
312,2480,2026-03-27,87.74,Activo
313,90,2026-03-27,46.26,Activo
314,8304,2026-03-27,27.23,Activo
315,7386,2026-03-27,49.52,Activo
316,2282,2026-03-27,88.15,Activo
317,6911,2026-03-27,25.04,Activo
318,6469,2026-03-27,84.69,Activo
319,1527,2026-03-27,92.82,Activo
320,7441,2026-03-27,60.56,Activo
321,4456,2026-03-27,99.36,Activo
322,5701,2026-03-27,21.6,Activo
323,9599,2026-03-27,83.27,Activo
324,5269,2026-03-27,78.36,Activo
325,7998,2026-03-27,98.08,Activo
326,5706,2026-03-27,49.62,Activo
327,535,2026-03-27,81.26,Activo
328,6655,2026-03-27,48.89,Activo
329,9377,2026-03-27,41.23,Activo
330,6626,2026-03-27,36.09,Activo
331,206,2026-03-27,54.36,Activo
332,8231,2026-03-27,83.73,Activo
333,4067,2026-03-27,82.94,Activo
334,8034,2026-03-27,96.56,Activo
335,8012,2026-03-27,50.64,Activo
336,3798,2026-03-27,71.6,Activo
337,1706,2026-03-27,25.69,Activo
338,7474,2026-03-27,22.53,Activo
339,1254,2026-03-27,66.91,Activo
340,9779,2026-03-27,35.68,Activo
341,1572,2026-03-27,98.09,Activo
342,8655,2026-03-27,25.93,Activo
343,4906,2026-03-27,52.01,Activo
344,6427,2026-03-27,68.41,Activo
345,839,2026-03-27,96.05,Activo
346,4323,2026-03-27,30.06,Activo
347,7392,2026-03-27,44.46,Activo
348,6405,2026-03-27,67.51,Activo
349,7043,2026-03-27,58.77,Activo
350,6124,2026-03-27,43.27,Activo
351,524,2026-03-27,90.83,Activo
352,49,2026-03-27,37.56,Activo
353,9328,2026-03-27,31.9,Activo
354,4283,2026-03-27,98.73,Activo
355,2953,2026-03-27,79.05,Activo
356,2043,2026-03-27,29.12,Activo
357,3450,2026-03-27,46.6,Activo
358,9891,2026-03-27,48.51,Activo
359,5090,2026-03-27,40.16,Activo
360,8998,2026-03-27,33.64,Activo
361,2795,2026-03-27,73.8,Activo
362,6539,2026-03-27,84.85,Activo
363,251,2026-03-27,47.6,Activo
364,4724,2026-03-27,43.0,Activo
365,971,2026-03-27,37.4,Activo
366,8509,2026-03-27,70.3,Activo
367,5437,2026-03-27,33.59,Activo
368,3782,2026-03-27,98.14,Activo
369,9470,2026-03-27,99.14,Activo
370,525,2026-03-27,43.05,Activo
371,1744,2026-03-27,58.63,Activo
372,2484,2026-03-27,96.16,Activo
373,2908,2026-03-27,83.65,Activo
374,4094,2026-03-27,73.33,Activo
375,759,2026-03-27,61.65,Activo
376,7163,2026-03-27,68.61,Activo
377,9,2026-03-27,93.66,Activo
378,3945,2026-03-27,23.2,Activo
379,1551,2026-03-27,90.77,Activo
380,527,2026-03-27,26.87,Activo
381,10000,2026-03-27,52.17,Activo
382,2951,2026-03-27,26.05,Activo
383,2028,2026-03-27,40.26,Activo
384,1123,2026-03-27,56.23,Activo
385,6055,2026-03-27,31.14,Activo
386,626,2026-03-27,92.39,Activo
387,2033,2026-03-27,50.47,Activo
388,3446,2026-03-27,64.61,Activo
389,8277,2026-03-27,54.05,Activo
390,9559,2026-03-27,69.44,Activo
391,7564,2026-03-27,52.14,Activo
392,6533,2026-03-27,67.99,Activo
393,3228,2026-03-27,66.02,Activo
394,8552,2026-03-27,37.58,Activo
395,5214,2026-03-27,52.34,Activo
396,7604,2026-03-27,28.0,Activo
397,5677,2026-03-27,93.89,Activo
398,5228,2026-03-27,57.17,Activo
399,9167,2026-03-27,86.16,Activo
400,6164,2026-03-27,29.64,Activo
401,8593,2026-03-27,74.56,Activo
402,9288,2026-03-27,93.08,Activo
403,7095,2026-03-27,22.79,Activo
404,4237,2026-03-27,25.76,Activo
405,117,2026-03-27,92.14,Activo
406,5069,2026-03-27,75.15,Activo
407,309,2026-03-27,60.35,Activo
408,3573,2026-03-27,29.41,Activo
409,9777,2026-03-27,89.06,Activo
410,8373,2026-03-27,87.93,Activo
411,3435,2026-03-27,59.92,Activo
412,4271,2026-03-27,82.68,Activo
413,4868,2026-03-27,86.64,Activo
414,1332,2026-03-27,80.66,Activo
415,9185,2026-03-27,71.11,Activo
416,6095,2026-03-27,66.01,Activo
417,3659,2026-03-27,86.28,Activo
418,9339,2026-03-27,47.85,Activo
419,2861,2026-03-27,74.13,Activo
420,4956,2026-03-27,64.0,Activo
421,7677,2026-03-27,56.89,Activo
422,5020,2026-03-27,98.51,Activo
423,1447,2026-03-27,49.81,Activo
424,308,2026-03-27,99.5,Activo
425,2975,2026-03-27,66.57,Activo
426,4906,2026-03-27,90.05,Activo
427,3071,2026-03-27,78.28,Activo
428,3603,2026-03-27,91.42,Activo
429,4130,2026-03-27,43.48,Activo
430,4759,2026-03-27,29.45,Activo
431,617,2026-03-27,69.43,Activo
432,6694,2026-03-27,50.05,Activo
433,4423,2026-03-27,31.7,Activo
434,6706,2026-03-27,85.09,Activo
435,7802,2026-03-27,61.52,Activo
436,591,2026-03-27,90.03,Activo
437,5114,2026-03-27,76.31,Activo
438,7113,2026-03-27,33.49,Activo
439,5295,2026-03-27,84.18,Activo
440,9979,2026-03-27,26.19,Activo
441,3586,2026-03-27,32.66,Activo
442,6902,2026-03-27,54.38,Activo
443,6603,2026-03-27,90.76,Activo
444,2690,2026-03-27,80.74,Activo
445,5175,2026-03-27,35.86,Activo
446,2067,2026-03-27,43.97,Activo
447,9587,2026-03-27,47.79,Activo
448,4703,2026-03-27,92.73,Activo
449,3606,2026-03-27,45.38,Activo
450,2547,2026-03-27,38.76,Activo
451,3876,2026-03-27,72.03,Activo
452,5694,2026-03-27,83.41,Activo
453,9759,2026-03-27,49.79,Activo
454,9953,2026-03-27,95.84,Activo
455,1558,2026-03-27,51.49,Activo
456,1374,2026-03-27,91.32,Activo
457,5085,2026-03-27,91.7,Activo
458,437,2026-03-27,50.67,Activo
459,4667,2026-03-27,57.14,Activo
460,8044,2026-03-27,59.73,Activo
461,7072,2026-03-27,84.47,Activo
462,4401,2026-03-27,27.41,Activo
463,7204,2026-03-27,28.08,Activo
464,4569,2026-03-27,87.04,Activo
465,4739,2026-03-27,59.47,Activo
466,7184,2026-03-27,98.64,Activo
467,8378,2026-03-27,98.22,Activo
468,6705,2026-03-27,86.56,Activo
469,3912,2026-03-27,68.11,Activo
470,2812,2026-03-27,50.2,Activo
471,4592,2026-03-27,44.18,Activo
472,2093,2026-03-27,28.5,Activo
473,7285,2026-03-27,37.19,Activo
474,6573,2026-03-27,29.92,Activo
475,5047,2026-03-27,68.19,Activo
476,3932,2026-03-27,52.65,Activo
477,6223,2026-03-27,96.11,Activo
478,9254,2026-03-27,85.02,Activo
479,6138,2026-03-27,68.63,Activo
480,3008,2026-03-27,40.35,Activo
481,1420,2026-03-27,26.69,Activo
482,5872,2026-03-27,84.95,Activo
483,5740,2026-03-27,86.23,Activo
484,349,2026-03-27,76.11,Activo
485,5420,2026-03-27,27.7,Activo
486,6031,2026-03-27,98.29,Activo
487,8453,2026-03-27,47.26,Activo
488,4731,2026-03-27,59.34,Activo
489,2361,2026-03-27,73.72,Activo
490,5105,2026-03-27,74.1,Activo
491,8299,2026-03-27,64.75,Activo
492,875,2026-03-27,21.26,Activo
493,3336,2026-03-27,86.75,Activo
494,8357,2026-03-27,44.02,Activo
495,4063,2026-03-27,39.43,Activo
496,5209,2026-03-27,63.3,Activo
497,5673,2026-03-27,64.41,Activo
498,9083,2026-03-27,72.21,Activo
499,7294,2026-03-27,61.11,Activo
500,4420,2026-03-27,39.89,Activo
501,3511,2026-03-27,45.18,Activo
502,5731,2026-03-27,86.86,Activo
503,4327,2026-03-27,86.46,Activo
504,3971,2026-03-27,92.29,Activo
505,5883,2026-03-27,98.14,Activo
506,7579,2026-03-27,30.02,Activo
507,6187,2026-03-27,82.77,Activo
508,5290,2026-03-27,83.33,Activo
509,7168,2026-03-27,30.44,Activo
510,2430,2026-03-27,43.83,Activo
511,169,2026-03-27,62.1,Activo
512,862,2026-03-27,76.59,Activo
513,8254,2026-03-27,21.65,Activo
514,9221,2026-03-27,78.05,Activo
515,1521,2026-03-27,27.02,Activo
516,4060,2026-03-27,49.43,Activo
517,2532,2026-03-27,35.84,Activo
518,184,2026-03-27,89.22,Activo
519,2070,2026-03-27,73.85,Activo
520,5578,2026-03-27,82.06,Activo
521,3102,2026-03-27,30.43,Activo
522,7828,2026-03-27,62.46,Activo
523,4025,2026-03-27,67.7,Activo
524,4898,2026-03-27,68.28,Activo
525,2755,2026-03-27,64.99,Activo
526,3238,2026-03-27,41.57,Activo
527,9088,2026-03-27,30.92,Activo
528,1153,2026-03-27,95.75,Activo
529,1129,2026-03-27,35.12,Activo
530,5355,2026-03-27,90.94,Activo
531,7386,2026-03-27,27.82,Activo
532,9047,2026-03-27,85.56,Activo
533,3410,2026-03-27,41.56,Activo
534,247,2026-03-27,37.57,Activo
535,1729,2026-03-27,67.65,Activo
536,4165,2026-03-27,80.26,Activo
537,3491,2026-03-27,22.0,Activo
538,247,2026-03-27,42.24,Activo
539,5685,2026-03-27,20.74,Activo
540,9561,2026-03-27,26.33,Activo
541,4960,2026-03-27,29.77,Activo
542,4569,2026-03-27,28.12,Activo
543,5986,2026-03-27,70.41,Activo
544,1386,2026-03-27,67.9,Activo
545,7165,2026-03-27,72.79,Activo
546,1550,2026-03-27,99.53,Activo
547,6062,2026-03-27,88.07,Activo
548,8272,2026-03-27,31.78,Activo
549,7757,2026-03-27,66.12,Activo
550,9062,2026-03-27,77.68,Activo
551,6937,2026-03-27,23.87,Activo
552,8093,2026-03-27,47.83,Activo
553,3144,2026-03-27,94.97,Activo
554,9350,2026-03-27,82.25,Activo
555,4208,2026-03-27,25.74,Activo
556,9141,2026-03-27,54.43,Activo
557,5286,2026-03-27,34.79,Activo
558,3346,2026-03-27,91.68,Activo
559,1453,2026-03-27,93.84,Activo
560,5591,2026-03-27,25.22,Activo
561,5860,2026-03-27,46.38,Activo
562,1676,2026-03-27,78.67,Activo
563,975,2026-03-27,79.91,Activo
564,264,2026-03-27,35.37,Activo
565,5868,2026-03-27,64.8,Activo
566,7671,2026-03-27,94.66,Activo
567,7251,2026-03-27,38.96,Activo
568,5310,2026-03-27,91.92,Activo
569,8729,2026-03-27,44.94,Activo
570,9402,2026-03-27,71.5,Activo
571,8243,2026-03-27,28.37,Activo
572,6073,2026-03-27,91.49,Activo
573,5830,2026-03-27,82.31,Activo
574,2497,2026-03-27,61.95,Activo
575,9559,2026-03-27,97.92,Activo
576,3407,2026-03-27,96.71,Activo
577,22,2026-03-27,23.35,Activo
578,3281,2026-03-27,92.92,Activo
579,3478,2026-03-27,73.17,Activo
580,5463,2026-03-27,30.75,Activo
581,3464,2026-03-27,79.02,Activo
582,9487,2026-03-27,22.11,Activo
583,4453,2026-03-27,29.68,Activo
584,6937,2026-03-27,49.76,Activo
585,1282,2026-03-27,52.9,Activo
586,6188,2026-03-27,48.81,Activo
587,810,2026-03-27,86.17,Activo
588,5670,2026-03-27,78.25,Activo
589,1251,2026-03-27,59.22,Activo
590,9369,2026-03-27,65.04,Activo
591,2858,2026-03-27,89.16,Activo
592,2253,2026-03-27,27.12,Activo
593,386,2026-03-27,36.16,Activo
594,9189,2026-03-27,57.86,Activo
595,1586,2026-03-27,21.4,Activo
596,1792,2026-03-27,72.2,Activo
597,1733,2026-03-27,41.79,Activo
598,2883,2026-03-27,73.03,Activo
599,9478,2026-03-27,85.63,Activo
600,6425,2026-03-27,79.0,Activo
601,165,2026-03-27,86.02,Activo
602,687,2026-03-27,34.64,Activo
603,8164,2026-03-27,95.29,Activo
604,1272,2026-03-27,50.54,Activo
605,9958,2026-03-27,33.62,Activo
606,2122,2026-03-27,97.63,Activo
607,4525,2026-03-27,74.83,Activo
608,7620,2026-03-27,72.13,Activo
609,5496,2026-03-27,91.35,Activo
610,1072,2026-03-27,88.74,Activo
611,1504,2026-03-27,27.41,Activo
612,8396,2026-03-27,34.74,Activo
613,1959,2026-03-27,83.19,Activo
614,9173,2026-03-27,26.79,Activo
615,8348,2026-03-27,26.0,Activo
616,1947,2026-03-27,37.66,Activo
617,5904,2026-03-27,72.58,Activo
618,4043,2026-03-27,60.49,Activo
619,3919,2026-03-27,42.5,Activo
620,39,2026-03-27,99.23,Activo
621,3411,2026-03-27,85.24,Activo
622,6906,2026-03-27,24.74,Activo
623,9199,2026-03-27,42.27,Activo
624,3417,2026-03-27,66.91,Activo
625,669,2026-03-27,71.49,Activo
626,9887,2026-03-27,37.22,Activo
627,9975,2026-03-27,45.91,Activo
628,4178,2026-03-27,80.42,Activo
629,1207,2026-03-27,77.15,Activo
630,2438,2026-03-27,81.35,Activo
631,4385,2026-03-27,30.44,Activo
632,1527,2026-03-27,77.14,Activo
633,6033,2026-03-27,85.96,Activo
634,6821,2026-03-27,26.78,Activo
635,1709,2026-03-27,33.92,Activo
636,5028,2026-03-27,70.79,Activo
637,8119,2026-03-27,35.15,Activo
638,1000,2026-03-27,26.69,Activo
639,9788,2026-03-27,58.72,Activo
640,1062,2026-03-27,49.72,Activo
641,1255,2026-03-27,95.82,Activo
642,6318,2026-03-27,29.46,Activo
643,5989,2026-03-27,45.45,Activo
644,8271,2026-03-27,87.95,Activo
645,2314,2026-03-27,65.46,Activo
646,5264,2026-03-27,25.26,Activo
647,5181,2026-03-27,44.14,Activo
648,6728,2026-03-27,56.16,Activo
649,5394,2026-03-27,85.97,Activo
650,1355,2026-03-27,25.7,Activo
651,2629,2026-03-27,60.31,Activo
652,2792,2026-03-27,61.09,Activo
653,9261,2026-03-27,23.89,Activo
654,1704,2026-03-27,91.03,Activo
655,4011,2026-03-27,37.77,Activo
656,3834,2026-03-27,54.59,Activo
657,9409,2026-03-27,89.48,Activo
658,8095,2026-03-27,62.18,Activo
659,1720,2026-03-27,95.41,Activo
660,5612,2026-03-27,32.02,Activo
661,135,2026-03-27,56.67,Activo
662,5747,2026-03-27,65.47,Activo
663,7153,2026-03-27,29.77,Activo
664,2215,2026-03-27,37.92,Activo
665,8036,2026-03-27,20.22,Activo
666,1726,2026-03-27,99.55,Activo
667,8917,2026-03-27,29.31,Activo
668,381,2026-03-27,84.89,Activo
669,667,2026-03-27,71.69,Activo
670,4840,2026-03-27,58.83,Activo
671,765,2026-03-27,75.06,Activo
672,3805,2026-03-27,56.67,Activo
673,9918,2026-03-27,50.26,Activo
674,2118,2026-03-27,93.64,Activo
675,7689,2026-03-27,81.75,Activo
676,9303,2026-03-27,95.72,Activo
677,8979,2026-03-27,47.85,Activo
678,4764,2026-03-27,72.12,Activo
679,9859,2026-03-27,82.97,Activo
680,1087,2026-03-27,55.93,Activo
681,3716,2026-03-27,85.03,Activo
682,9947,2026-03-27,44.19,Activo
683,2188,2026-03-27,97.27,Activo
684,4284,2026-03-27,31.05,Activo
685,7821,2026-03-27,53.19,Activo
686,1407,2026-03-27,82.16,Activo
687,482,2026-03-27,65.71,Activo
688,1794,2026-03-27,82.82,Activo
689,8315,2026-03-27,87.37,Activo
690,3145,2026-03-27,97.54,Activo
691,4596,2026-03-27,31.63,Activo
692,3414,2026-03-27,93.94,Activo
693,3488,2026-03-27,42.35,Activo
694,6326,2026-03-27,33.95,Activo
695,2154,2026-03-27,79.49,Activo
696,8475,2026-03-27,66.52,Activo
697,3767,2026-03-27,42.41,Activo
698,8555,2026-03-27,31.04,Activo
699,8409,2026-03-27,31.05,Activo
700,5246,2026-03-27,32.24,Activo
